strategy,ticker,name,entry_date,exit_date,entry_price,exit_price,pnl_pct,exit_reason,hold_days
C_갭모멘텀,001440,대한전선,2024-04-08,2024-04-09,12790.0,13523.0,5.471,TP,1
C_갭모멘텀,001440,대한전선,2024-05-21,2024-05-21,19890.0,19245.0,-3.484,SL,0
C_갭모멘텀,001440,대한전선,2024-10-07,2024-10-07,13330.0,12898.0,-3.484,SL,0
C_갭모멘텀,454910,두산로보틱스,2023-11-27,2023-11-27,76700.0,81099.0,5.471,TP,0
C_갭모멘텀,454910,두산로보틱스,2024-07-15,2024-07-15,103600.0,100241.0,-3.484,SL,0
C_갭모멘텀,271560,오리온,2022-06-16,2022-06-17,101500.0,107321.0,5.471,TP,1
C_갭모멘텀,214370,케어젠,2022-12-05,2022-12-06,24740.0,26159.0,5.471,TP,1
C_갭모멘텀,214370,케어젠,2023-06-19,2023-06-19,45000.0,43541.0,-3.484,SL,0
C_갭모멘텀,214370,케어젠,2023-08-30,2023-08-30,38450.0,37203.0,-3.484,SL,0
C_갭모멘텀,214370,케어젠,2024-11-21,2024-11-21,20850.0,20174.0,-3.484,SL,0
C_갭모멘텀,450080,에코프로머티,2024-02-14,2024-02-14,202500.0,195934.0,-3.484,SL,0
C_갭모멘텀,450080,에코프로머티,2024-06-10,2024-06-10,127300.0,123172.0,-3.484,SL,0
C_갭모멘텀,450080,에코프로머티,2024-08-12,2024-08-14,84000.0,83407.0,-0.953,EXPIRE,2
C_갭모멘텀,036570,엔씨소프트,2022-05-16,2022-05-16,445000.0,430570.0,-3.484,SL,0
C_갭모멘텀,036570,엔씨소프트,2022-11-14,2022-11-14,462000.0,447019.0,-3.484,SL,0
C_갭모멘텀,022100,포스코DX,2023-04-18,2023-04-18,16620.0,17573.0,5.471,TP,0
C_갭모멘텀,022100,포스코DX,2023-06-21,2023-06-22,14700.0,15543.0,5.471,TP,1
C_갭모멘텀,022100,포스코DX,2023-07-12,2023-07-12,19930.0,19284.0,-3.484,SL,0
C_갭모멘텀,022100,포스코DX,2023-11-07,2023-11-07,63500.0,61441.0,-3.484,SL,0
C_갭모멘텀,004020,현대제철,2022-09-14,2022-09-14,35850.0,34688.0,-3.484,SL,0
C_갭모멘텀,002380,KCC,2021-08-25,2021-08-25,340000.0,359499.0,5.471,TP,0
C_갭모멘텀,002380,KCC,2021-09-07,2021-09-09,449000.0,446931.0,-0.709,EXPIRE,2
C_갭모멘텀,002380,KCC,2022-01-05,2022-01-06,385000.0,407079.0,5.471,TP,1
C_갭모멘텀,002380,KCC,2022-08-02,2022-08-04,301000.0,291240.0,-3.484,SL,2
C_갭모멘텀,002380,KCC,2023-04-25,2023-04-25,234500.0,226896.0,-3.484,SL,0
C_갭모멘텀,002380,KCC,2024-07-16,2024-07-16,336000.0,325105.0,-3.484,SL,0
C_갭모멘텀,353200,대덕전자,2021-04-20,2021-04-20,16400.0,17341.0,5.471,TP,0
C_갭모멘텀,353200,대덕전자,2022-02-28,2022-03-02,25050.0,24238.0,-3.484,SL,2
C_갭모멘텀,353200,대덕전자,2022-11-14,2022-11-14,25300.0,24480.0,-3.484,SL,0
C_갭모멘텀,353200,대덕전자,2023-07-17,2023-07-19,37550.0,36332.0,-3.484,SL,2
C_갭모멘텀,353200,대덕전자,2024-04-02,2024-04-02,27900.0,26995.0,-3.484,SL,0
C_갭모멘텀,062040,산일전기,2024-11-07,2024-11-07,54300.0,57414.0,5.471,TP,0
C_갭모멘텀,251270,넷마블,2022-11-14,2022-11-15,49350.0,52180.0,5.471,TP,1
C_갭모멘텀,251270,넷마블,2023-01-02,2023-01-02,59700.0,57764.0,-3.484,SL,0
C_갭모멘텀,251270,넷마블,2023-09-12,2023-09-12,46700.0,49378.0,5.471,TP,0
C_갭모멘텀,251270,넷마블,2023-11-07,2023-11-07,46000.0,44508.0,-3.484,SL,0
C_갭모멘텀,251270,넷마블,2024-05-13,2024-05-13,69100.0,66859.0,-3.484,SL,0
C_갭모멘텀,088350,한화생명,2024-02-05,2024-02-05,3605.0,3488.0,-3.484,SL,0
C_갭모멘텀,226950,올릭스,2022-08-05,2022-08-05,22600.0,23896.0,5.471,TP,0
C_갭모멘텀,226950,올릭스,2022-09-29,2022-09-29,20100.0,19448.0,-3.484,SL,0
C_갭모멘텀,226950,올릭스,2022-11-14,2022-11-14,21850.0,21141.0,-3.484,SL,0
C_갭모멘텀,226950,올릭스,2023-09-07,2023-09-07,23550.0,22786.0,-3.484,SL,0
C_갭모멘텀,226950,올릭스,2024-01-08,2024-01-08,15980.0,15462.0,-3.484,SL,0
C_갭모멘텀,226950,올릭스,2024-07-23,2024-07-24,15700.0,15191.0,-3.484,SL,1
C_갭모멘텀,018880,한온시스템,2021-03-03,2021-03-04,16081.0,17003.0,5.471,TP,1
C_갭모멘텀,018880,한온시스템,2021-03-23,2021-03-24,17243.0,16684.0,-3.484,SL,1
C_갭모멘텀,018880,한온시스템,2021-12-02,2021-12-06,12641.0,12829.0,1.234,EXPIRE,4
C_갭모멘텀,108490,로보티즈,2021-12-14,2021-12-14,15678.0,15170.0,-3.484,SL,0
C_갭모멘텀,108490,로보티즈,2021-12-28,2021-12-28,21959.0,21247.0,-3.484,SL,0
C_갭모멘텀,108490,로보티즈,2022-02-28,2022-03-03,25076.0,25765.0,2.49,EXPIRE,3
C_갭모멘텀,108490,로보티즈,2022-06-10,2022-06-13,22397.0,21671.0,-3.484,SL,3
C_갭모멘텀,108490,로보티즈,2022-07-19,2022-07-21,19330.0,20439.0,5.471,TP,2
C_갭모멘텀,108490,로보티즈,2023-02-23,2023-02-23,29847.0,31559.0,5.471,TP,0
C_갭모멘텀,108490,로보티즈,2023-02-28,2023-02-28,39147.0,37878.0,-3.484,SL,0
C_갭모멘텀,108490,로보티즈,2023-03-20,2023-03-20,40608.0,39291.0,-3.484,SL,0
C_갭모멘텀,108490,로보티즈,2023-12-12,2023-12-12,27900.0,26995.0,-3.484,SL,0
C_갭모멘텀,051900,LG생활건강,2023-08-11,2023-08-11,504000.0,487657.0,-3.484,SL,0
C_갭모멘텀,032820,우리기술,2021-02-08,2021-02-08,1305.0,1380.0,5.471,TP,0
C_갭모멘텀,032820,우리기술,2021-02-18,2021-02-18,1430.0,1384.0,-3.484,SL,0
C_갭모멘텀,032820,우리기술,2021-06-08,2021-06-08,2620.0,2535.0,-3.484,SL,0
